nom;commune1;insee1;commune2;insee2;reseau;financementac;typeamenagement;typeamenagement2;positionnement;senscirculation;environnement;localisation;typologiepiste;revetementpiste;domanialite;reglementation;zonecirculationapaisee;anneelivraison;longueur;observation;gid
Rue Antoine Beroud;Lyon 9e Arrondissement;69389;;;Réseau de desserte;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);;2017;102,53;;3775
Route de Strasbourg;Caluire-et-Cuire;69034;;;Réseau structurant et super structurant;OR DIEM/STEP;Couloir bus vélo non élargi;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2020;129,39;Aménagement cyclable de transition;6008
;Couzon-au-Mont-d'Or;69068;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;60,11;Arrêté n°VN-2021-AP-001 le 19/10/21;6021
Avenue Franklin Roosevelt;Vaulx-en-Velin;69256;;;Réseau de desserte;OR DIEM/STEP;Piste Cyclable;Bande Cyclable;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;;2016;104,78;Arrêté n°21-099 le 10/02/21;3445
Avenue Eugène Hénaff;Vaulx-en-Velin;69256;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2016;271,00;;2938
Jonction Orche chemin de halage;Vaulx-en-Velin;69256;;;Réseau de desserte;OR DIEM/STEP;Piste Cyclable;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sans objet;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo obligatoire;;;12,99;;1897
Cours Docteur Jean Damidot;Villeurbanne;69266;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2018;102,47;;5690
Rue Rabelais;Lyon 3e Arrondissement;69383;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2018;97,06;;4108
Rue du Boeuf;Lyon 5e Arrondissement;69385;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Aire Piétonne;2017;203,62;Arrêté n°2021RP40397 le 11/01/22;3363
Rue de la Balme;Lyon 3e Arrondissement;69383;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;289,79;Arrêté Zone 30 n°2019RP36023 du 25/07/2019;5013
Rue Gacon;Neuville-sur-Saône;69143;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Aire Piétonne;2018;66,38;;3904
Avenue Ferdinand Buisson;Bron;69029;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Zone 30;Zone 30;;120,37;;660
Rue du Buisson;Fleurieu-sur-Saône;69085;;;Réseau de desserte;PPI (DMOU);Voie verte;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sans objet;;;Métropole;Voie verte;;2019;475,09;Arrêté n°01/2019 du 17/09/2019;5225
Place Jean Fleury Coponat;Chassieu;69271;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone de rencontre;2021;164,11;Arrêté n°2021-53 le 08/11/21;6480
Avenue Franflin Roosevelt;Vaulx-en-Velin;69256;Décines-Charpieu;69275;Réseau de desserte;PROX/FIC DGEEP/VTP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2020;403,18;Arrêté n°21-099 le 10/02/21;6019
Avenue des Saules;Oullins;69149;;;Réseau structurant et super structurant;OI DIEM/STEP;Piste Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur trottoir;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;Zone 30;2020;164,25;Arrêté n°PM20-03 le 03/09/20;5757
Avenue Jean Mermoz;Chassieu;69271;;;Réseau structurant et super structurant;OR DIEM/STEP;Piste Cyclable;;Unilatérale bidirectionnelle;Double;Sans objet;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo obligatoire;;2004;541,20;;6248
Rue Chevreul;Lyon 7e Arrondissement;69387;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2021;250,62;Arrêté n°2021RP39277 le 15/07/21;30
Rue Descartes;Villeurbanne;69266;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2017;160,21;;4216
Rue Challemel Lacour;Lyon 8e Arrondissement;69388;;;Réseau structurant et super structurant;Sytral;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2019;218,19;Arrêtés n°2018RP35178 et n°2018RP35179 du 28/02/2020;1721
Rue de la Poudrière;Lyon 1er Arrondissement;69381;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);Zone 30;2016;63,49;;3075
Rue Camille;Neuville-sur-Saône;69143;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Aire Piétonne;2018;49,65;;3903
Rue de la Baisse;Villeurbanne;69266;;;Réseau de desserte;OR DIEM/STEP;Piste Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux non liés (sable compacté et stabilisé);Métropole;Contresens (sens réservé);Zone 30;2021;63,22;Arrêté n°2021P0231-LP le 28/10/21;6475
Rue d'Anvers;Lyon 7e Arrondissement;69387;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;333,71;;5333
Rue du Brigadier Voituret;Lyon 7e Arrondissement;69387;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2021;81,57;Arrêté n°2021RP39277 le 15/07/21;6304
Rue Paul Massimi;Lyon 7e Arrondissement;69387;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2017;313,67;;3782
Montée Georges Lyvet;Couzon-au-Mont-d'Or;69068;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2018;57,66;;3883
Rampe Mazenod;Lyon 3e Arrondissement;69383;;;Réseau de desserte;OI DIEM/STEP;Voie verte;;Sans objet;Double;Berges - Chemin de halage;Sur chaussée;;;Métropole;Voie verte;;2017;71,54;;3793
Rue Eugène Fournière;Villeurbanne;69266;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2015;104,93;;2583
Chemin du Randin;Écully;69081;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;;67,37;;486
Rue Maurice Teppaz;Lyon 7e Arrondissement;69387;;;Réseau de desserte;PPI (DMOU);Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);Zone 30;2014;109,79;Zone 30;2328
Rue du Doyenné;Lyon 5e Arrondissement;69385;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2017;204,86;;3237
Rue Pizay;Lyon 1er Arrondissement;69381;;;Réseau de desserte;PPI (DMOU);Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Aire Piétonne;2019;60,04;Z20 depuis 2017 et DSC depuis 2016;5420
Rue du Barriot;Dardilly;69072;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2021;155,49;Arrêté n°255-AR2021 le 16/06/21;6228
Avenue de Bel Air;Villeurbanne;69266;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2011;312,76;Pictos uniquement en SN;918
Rue de Créqui;Lyon 3e Arrondissement;69383;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2020;125,53;Arrêté n°2021RP39548 le 19/11/21;5778
Rue Sergent Blandan;Lyon 1er Arrondissement;69381;;;Réseau de desserte;OI DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Aire Piétonne;2014;38,38;Zone de rencontre Sathonay;2229
Grande Rue;Oullins;69149;;;Réseau structurant et super structurant;Autre MOA (Etat, Syndicat, ...);Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole (ex-RD);Vélo facultatif;Zone 30;2003;432,36;;358
Rue Paul Chenavard;Lyon 1er Arrondissement;69381;;;Réseau secondaire;OR DIEM/STEP;Couloir bus vélo non élargi;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;Zone 30;2019;133,83;;725
Rue Duroc;Lyon 1er Arrondissement;69381;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);Zone 30;2016;109,05;Manque le panneau piste cyclable au début de la rue 05/06/18;2958
Rue de Brest;Lyon 2e Arrondissement;69382;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;;Métropole;Contresens (sens réservé);Zone 30;2019;22,64;Ville;5495
Berges du Rhône;Lyon 6e Arrondissement;69386;;;Réseau de desserte;OR DIEM/STEP;Voie verte;;Sans objet;Double;Berges - Chemin de halage;Sans objet;Autre;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Voie verte;;;95,34;;2875
Rue de la Fraternité;Décines-Charpieu;69275;;;Réseau secondaire;PPI (DMOU);Piste Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;;2009;249,24;;88
Rue Commandant Fuzier;Lyon 3e Arrondissement;69383;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2018;48,67;;4174
Rue Raoul Servant;Lyon 7e Arrondissement;69387;;;Réseau secondaire;OR DIEM/STEP;Couloir bus vélo non élargi;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;Zone 30;2001;99,67;Arrêté N°2012RP28237 du 12/12/2012;28
Boulevard Laurent Bonnevay;Villeurbanne;69266;;;Réseau structurant et super structurant;OR DIEM/STEP;Voie verte;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur trottoir;Autre;Matériaux non liés (sable compacté et stabilisé);Métropole;Voie verte;;2006;294,05;;103
Boulevard Stalingrad;Lyon 6e Arrondissement;69386;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2020;92,55;Arrêté n°2020RP38314 et n°2020RP38311 le 07/12/20;5970
Rue Père Chevrier;Lyon 7e Arrondissement;69387;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;234,88;Arrêté n°2019RP35554 du 03/12/2019;4614
Rue du Mont d'Or;Saint-Cyr-au-Mont-d'Or;69191;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2021;204,52;Arrêté n°18M/2021 le 06/04/21;6148
Rue Chirat;Villeurbanne;69266;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2015;326,55;;2589
Rue Saint Agnan;Lyon 8e Arrondissement;69388;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;151,99;;5266
Place de la Croix-Rousse;Lyon 4e Arrondissement;69384;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2017;121,66;;3281
Avenue Jules Ferry;Mions;69283;;;Réseau de desserte;PPI (DMOU);Voie verte;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur trottoir;;;Métropole;Voie verte;;2008;247,72;Arrêté n°AR-2020-220 le 11/01/21;2152
Avenue Jean Jaurès;Lyon 7e Arrondissement;69387;;;Réseau structurant et super structurant;PPI DGEEP VTP;Piste Cyclable;Bande Cyclable;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;;2010;99,30;Arrêté n°2019RP37062 du 16/01/2020 (piste NS) et n°2021RP39173 le 12/07/21(piste SN) - 2020 : réalisé dans le cadre du réseau transitoire déconfinement;244
Rue Voltaire;Pierre-Bénite;69152;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;Zone 30;2009;43,58;;1865
Place Jules Ferry;Lyon 6e Arrondissement;69386;;;Réseau de desserte;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2018;37,18;;4130
Rue Amédée Bonnet;Lyon 6e Arrondissement;69386;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2020;97,84;;5654
Rue du Musée Guillemet;Lyon 6e Arrondissement;69386;;;Réseau de desserte;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2020;213,44;;5665
Place des Terreaux;Lyon 1er Arrondissement;69381;;;Réseau structurant et super structurant;OR DIEM/STEP;Couloir bus vélo non élargi;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2016;114,31;;1606
Rue Maurice Jacob;Lyon 5e Arrondissement;69385;;;Réseau de desserte;PPI DGEEP VTP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2019;323,00;;511
Rue Béchevelin;Lyon 7e Arrondissement;69387;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;187,68;;4655
Rue de Toulon;Lyon 7e Arrondissement;69387;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2022;202,02;;6700
Rue Parmentier;Lyon 7e Arrondissement;69387;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2021;51,44;Arrêté n°2021RP39277 le 15/07/21;6300
Avenue Jean Moulin;Pierre-Bénite;69152;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Chaussée à voie centrale banalisée (CVCB);;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;Zone 30;2021;83,59;Arrêté n°194-2020 le 17/12/20;6414
Rue de l'Aviation;Corbas;69273;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2011;63,23;;1773
Rue de Fleurieu;Lyon 2e Arrondissement;69382;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2016;88,25;Zone 30;3123
Avenue Jules Ferry;Couzon-au-Mont-d'Or;69068;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2018;187,72;Arrêté n°VN-2021-AP-001 le 19/10/21;3876
Place du Prado;Lyon 7e Arrondissement;69387;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;43,42;;4654
Chemin St-Bonnet de Mure;Saint-Priest;69290;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;;429,77;;456
Rue Jean-Jacques Rousseau;Oullins;69149;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2015;103,63;Zone 30;2470
Rue Neuve;Lyon 1er Arrondissement;69381;Lyon 2e Arrondissement;69382;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Aire Piétonne;2016;75,40;;6123
Pont Masaryk;Lyon 9e Arrondissement;69389;;;Réseau structurant et super structurant;OR DIEM/STEP;Piste Cyclable;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;;2014;106,72;Arrêtés N°2009RP11840 du 26/04/11 et N°2014RP30379 du 03/12/14;783
Escaliers Sarrail;Lyon 6e Arrondissement;69386;;;Réseau de desserte;OI DIEM/STEP;Goulotte ou rampe;;Sans objet;Sans Objet;Berges - Chemin de halage;Sans objet;;;Métropole;Vélo facultatif;;2018;25,98;Goulotte;4093
Chemin Jean-Marie Vianney;Écully;69081;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;;33,06;;6107
